1742872707.929878935,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872708.152495910,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872708.348507359,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872708.585606936,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872708.799035176,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872708.935232362,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872709.127991651,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872709.348168139,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872709.528339618,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872709.729592505,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872709.957331175,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872710.138231817,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872710.327674538,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872710.550595019,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872710.732253597,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872710.934153748,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872711.134308244,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872711.327648032,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872711.535525436,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872711.729164393,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872711.930453161,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872712.129071759,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872712.329758176,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872712.528341701,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872712.732651563,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872712.940835458,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872713.128521990,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872713.337087035,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872713.544604321,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872713.735765639,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872713.928801514,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872714.136082725,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872714.330152749,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872714.533404975,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872714.729816518,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872714.930136428,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872715.128299409,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872715.328951833,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872715.527377030,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872715.730714935,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872715.930394476,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872716.136924663,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872716.327673013,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872716.528282904,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872716.729470925,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872716.927575962,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872717.141185882,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872717.329329675,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872717.527843389,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872717.729594588,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872717.934901650,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872718.131647102,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872718.340877203,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
